parent folder,file name,modality,Radiologist Score,Err,kspace shape,reconstruction shape,kspace nan or inf count,reconstruction nan or inf count,kspace min,kspace max,kspace mean,kspace std,reconstruction min,reconstruction max,reconstruction mean,reconstruction std
MultiCoil,P135_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,4.14e-10,0.007541834,2.41e-05,8.33e-05,1.25e-06,0.003610073,0.000115344,0.000248664
MultiCoil,P135_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.82e-09,0.005054393,2.58e-05,6.33e-05,1.56e-06,0.001853378,0.000112763,0.000184498
MultiCoil,P135_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,3.07e-10,0.010532512,2.85e-05,9.27e-05,1.38e-06,0.003742132,0.000135892,0.000274957
MultiCoil,P135_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006914834,2.22e-05,6.6e-05,2.13e-06,0.003080391,0.000104734,0.000193621
MultiCoil,P135_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.005097556,1.43e-05,4.6e-05,2.11e-06,0.001788967,7.72e-05,0.000131282
MultiCoil,P136_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,6.29e-10,0.002986066,1.63e-05,2.84e-05,1.77e-06,0.001956419,5.24e-05,8.92e-05
MultiCoil,P136_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,3e-10,0.00265683,1.18e-05,2.49e-05,1.36e-06,0.003601631,4.23e-05,7.61e-05
MultiCoil,P136_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.49e-09,0.005795977,1.89e-05,4.74e-05,1.18e-06,0.002587043,7.25e-05,0.000144188
MultiCoil,P136_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.9e-09,0.005484586,2.55e-05,5.27e-05,1.69e-06,0.00161957,0.000101084,0.000155187
MultiCoil,P136_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.35e-09,0.00681701,1.97e-05,5.16e-05,1.67e-06,0.00310795,7.69e-05,0.000156899
MultiCoil,P136_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006670575,1.82e-05,5.04e-05,2.31e-06,0.002958554,8.37e-05,0.00014723
MultiCoil,P136_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.00692227,1.17e-05,4.82e-05,1.89e-06,0.002284433,7.15e-05,0.000139592
MultiCoil,P137_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.22e-09,0.004004243,1.55e-05,4.58e-05,1.61e-06,0.0016907,8.04e-05,0.000130161
MultiCoil,P137_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,8.52e-10,0.008285078,2.32e-05,9.08e-05,1.51e-06,0.002918654,0.000144442,0.000258764
MultiCoil,P137_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.26e-09,0.009578594,2.47e-05,9.55e-05,1.49e-06,0.0028108,0.000149967,0.000273734
MultiCoil,P137_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.36e-09,0.00534338,2.66e-05,7.15e-05,1.89e-06,0.001383354,0.000142455,0.000194799
MultiCoil,P137_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,6.78e-10,0.013241525,2.83e-05,0.00010248,1.74e-06,0.003227983,0.00015847,0.000296544
MultiCoil,P137_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.007659175,2.26e-05,7.36e-05,2.29e-06,0.002817142,0.000113947,0.000215034
MultiCoil,P137_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.003813457,1.38e-05,4.62e-05,1.42e-06,0.001567834,7.65e-05,0.000131849
MultiCoil,P139_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,2.24e-09,0.002670171,1.81e-05,4.44e-05,1.5e-06,0.001937748,6.5e-05,0.000136899
MultiCoil,P139_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,3.04e-10,0.002667875,1.01e-05,2.73e-05,1.31e-06,0.001682758,4.23e-05,8.19e-05
MultiCoil,P139_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.78e-09,0.006188794,2.11e-05,5.42e-05,1.15e-06,0.003610774,7.69e-05,0.000167204
MultiCoil,P139_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.42e-09,0.004181335,2.35e-05,5.57e-05,1.6e-06,0.002338881,0.000101566,0.000162077
MultiCoil,P139_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.3e-09,0.00497621,1.99e-05,5.27e-05,1.67e-06,0.003513624,7.02e-05,0.000163627
MultiCoil,P139_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005264364,1.61e-05,4.25e-05,2.17e-06,0.002385916,6.51e-05,0.000128274
MultiCoil,P139_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.005503644,1.14e-05,3.9e-05,2e-06,0.001632495,5.66e-05,0.000115381
MultiCoil,P140_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.64e-09,0.003282883,1.49e-05,3.78e-05,1.63e-06,0.001772565,5.94e-05,0.000114061
MultiCoil,P140_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.91e-10,0.003210234,1.7e-05,4.59e-05,1.29e-06,0.005671045,6.51e-05,0.000140578
MultiCoil,P140_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.81e-09,0.005271205,2.14e-05,5.78e-05,1.47e-06,0.003146173,8.35e-05,0.000176239
MultiCoil,P140_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.94e-09,0.004353894,2.31e-05,5.47e-05,1.35e-06,0.00218807,0.00010221,0.000157552
MultiCoil,P140_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,8.23e-10,0.005731869,2.33e-05,6.47e-05,1.71e-06,0.003891764,8.5e-05,0.000199987
MultiCoil,P140_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005020357,1.99e-05,5.53e-05,2.22e-06,0.002762197,8.54e-05,0.000165246
MultiCoil,P140_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.004891012,1.24e-05,4.2e-05,2.19e-06,0.001659941,6.26e-05,0.000123429
MultiCoil,P141_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,8.62e-10,0.005867623,1.66e-05,4.3e-05,1.35e-06,0.002242537,6.87e-05,0.000128538
MultiCoil,P141_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.92e-09,0.004581425,1.94e-05,4.79e-05,1.44e-06,0.001569486,8.9e-05,0.0001369
MultiCoil,P141_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,5e-10,0.005383794,1.76e-05,4.44e-05,1.85e-06,0.00313692,7.01e-05,0.000133772
MultiCoil,P141_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.005379956,1.71e-05,4.66e-05,2.35e-06,0.003064875,7.77e-05,0.000136468
MultiCoil,P141_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.006183321,1.1e-05,4.36e-05,1.95e-06,0.001992407,6.26e-05,0.000127746
MultiCoil,P142_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.9e-09,0.004688446,1.85e-05,3.75e-05,1.49e-06,0.001509198,6.58e-05,0.000114699
MultiCoil,P142_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.29e-09,0.006645319,2.3e-05,6.75e-05,1.35e-06,0.003076218,9.58e-05,0.000204026
MultiCoil,P142_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.98e-09,0.006976961,2.14e-05,7.06e-05,1.15e-06,0.002958396,9.9e-05,0.000211211
MultiCoil,P142_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,7.18e-09,0.005714011,2.76e-05,6.59e-05,1.65e-06,0.002157345,0.000128074,0.000186126
MultiCoil,P142_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,2.78e-10,0.008060875,2.27e-05,7.24e-05,1.73e-06,0.003311772,0.000102771,0.00021687
MultiCoil,P142_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005322972,2.05e-05,6.09e-05,2.22e-06,0.003481486,9.49e-05,0.000179623
MultiCoil,P142_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.004538512,1.29e-05,4.25e-05,2.18e-06,0.001654455,6.69e-05,0.000123456
MultiCoil,P143_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.34e-09,0.006746272,2.42e-05,7.1e-05,1.41e-06,0.003136283,9.73e-05,0.000216421
MultiCoil,P143_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.45e-09,0.005317403,2.96e-05,6.74e-05,1.24e-06,0.002357708,0.000119112,0.0001998
MultiCoil,P143_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,6.18e-10,0.007427143,2.41e-05,7.22e-05,1.45e-06,0.004242174,9.6e-05,0.000220779
MultiCoil,P143_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.004823397,2.05e-05,5.83e-05,2.21e-06,0.003913876,8.82e-05,0.000174378
MultiCoil,P143_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.004335281,1.25e-05,3.86e-05,2.01e-06,0.001603446,6.13e-05,0.000112693
MultiCoil,P144_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.44e-09,0.005905869,2.01e-05,5.14e-05,1.31e-06,0.003480472,7.86e-05,0.000155942
MultiCoil,P144_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.3e-09,0.0043933,1.95e-05,4.69e-05,1.49e-06,0.001624824,8.82e-05,0.000134289
MultiCoil,P144_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,7.05e-10,0.005413085,2.19e-05,6.22e-05,1.46e-06,0.003624059,8.83e-05,0.000188899
MultiCoil,P144_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005220221,2.09e-05,5.64e-05,1.71e-06,0.003534704,8.95e-05,0.000167742
MultiCoil,P144_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.005662665,1.32e-05,4.41e-05,1.88e-06,0.002248362,6.56e-05,0.000129929
MultiCoil,P145_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.89e-09,0.003554669,1.62e-05,3e-05,1.49e-06,0.001605985,5.45e-05,9.3e-05
MultiCoil,P145_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.26e-10,0.004465675,2.21e-05,4.95e-05,1.49e-06,0.002777072,7.18e-05,0.000155821
MultiCoil,P145_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.21e-09,0.006407811,1.85e-05,5.16e-05,1.39e-06,0.002182889,7.67e-05,0.000155489
MultiCoil,P145_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.53e-09,0.006363588,2.47e-05,5.76e-05,1.19e-06,0.001686288,0.000108296,0.000165908
MultiCoil,P145_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.24e-09,0.007802026,2.11e-05,5.6e-05,1.69e-06,0.003732347,7.93e-05,0.000171884
MultiCoil,P145_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.006474165,2.07e-05,5.68e-05,2.13e-06,0.003506564,9.08e-05,0.000168335
MultiCoil,P145_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.006248616,1.24e-05,4.43e-05,1.83e-06,0.00191423,6.69e-05,0.000129066
MultiCoil,P146_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.37e-09,0.00286832,1.51e-05,3.14e-05,1.16e-06,0.001744798,5.45e-05,9.58e-05
MultiCoil,P146_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.76e-10,0.002552742,1.13e-05,3.38e-05,1.24e-06,0.001760618,4.59e-05,0.000102831
MultiCoil,P146_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.22e-09,0.006458102,2.1e-05,6.77e-05,1.42e-06,0.003230882,9.84e-05,0.000201336
MultiCoil,P146_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.97e-09,0.00502543,2.14e-05,5.34e-05,1.79e-06,0.002377475,0.000107447,0.000146963
MultiCoil,P146_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006161427,2.33e-05,6.52e-05,2.23e-06,0.003710734,0.000103007,0.000193111
MultiCoil,P146_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.005393258,1.33e-05,4.42e-05,2.07e-06,0.001822346,6.92e-05,0.000128655
MultiCoil,P147_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,7.34e-10,0.003674615,1.83e-05,3.69e-05,1.41e-06,0.001428924,6.54e-05,0.000112536
MultiCoil,P147_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,2.82e-09,0.005695122,2.42e-05,6.63e-05,1.4e-06,0.003153172,9.99e-05,0.000199572
MultiCoil,P147_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,8.85e-10,0.005721998,2.44e-05,6.99e-05,1.53e-06,0.00305883,0.000101102,0.000211317
MultiCoil,P147_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,7.29e-09,0.004286442,2.29e-05,5.4e-05,1.63e-06,0.001358565,0.00010447,0.000153272
MultiCoil,P147_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,8.18e-10,0.008831841,2.61e-05,8.02e-05,1.76e-06,0.003323288,0.00012267,0.000237027
MultiCoil,P147_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.006380834,2.04e-05,6.04e-05,2.08e-06,0.003002216,9.42e-05,0.000178328
MultiCoil,P147_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.005407285,1.35e-05,4.25e-05,1.94e-06,0.001587114,7.04e-05,0.000122369
MultiCoil,P148_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.84e-10,0.00392897,1.52e-05,4.15e-05,1.52e-06,0.002102809,6.52e-05,0.000123476
MultiCoil,P148_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,7.8e-10,0.00293847,1.12e-05,2.92e-05,1.55e-06,0.001458266,4.28e-05,8.91e-05
MultiCoil,P148_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.45e-09,0.007618161,2.38e-05,7.25e-05,1.3e-06,0.002849536,0.000105932,0.000216702
MultiCoil,P148_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,1.52e-09,0.005312193,2.69e-05,7.16e-05,1.49e-06,0.001668507,0.000127952,0.000205189
MultiCoil,P148_cine_sax.h5,sax,,,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,9.57e-10,0.008949266,2.99e-05,9.6e-05,1.52e-06,0.004563873,0.000128595,0.000290806
MultiCoil,P148_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006493862,2.35e-05,6.68e-05,2.03e-06,0.00391569,0.000101213,0.000199898
MultiCoil,P148_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.00418557,1.5e-05,4.12e-05,1.88e-06,0.001860424,6.39e-05,0.000122943
MultiCoil,P149_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.21e-09,0.006103567,2.32e-05,7.37e-05,1.27e-06,0.003181066,0.000111662,0.000217295
MultiCoil,P149_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.91e-09,0.003513263,2.28e-05,5.23e-05,1.61e-06,0.001496925,0.000103624,0.000147715
MultiCoil,P149_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,9.8e-10,0.008810655,2.45e-05,8.46e-05,1.79e-06,0.003466137,0.000125256,0.000248765
MultiCoil,P149_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.007301963,2.22e-05,6.99e-05,2.13e-06,0.004058801,0.000106079,0.000206269
MultiCoil,P149_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.004223947,1.31e-05,4.11e-05,2.18e-06,0.001458895,6.77e-05,0.000118493
MultiCoil,P150_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,3.26e-10,0.004203992,1.57e-05,3.71e-05,1.48e-06,0.001527212,6.56e-05,0.000109027
MultiCoil,P150_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.02e-09,0.003314234,1.29e-05,3.69e-05,1.27e-06,0.001796574,5.2e-05,0.000112234
MultiCoil,P150_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.73e-09,0.007862072,2.36e-05,7.77e-05,1.31e-06,0.00355296,0.000108628,0.000232842
MultiCoil,P150_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.15e-09,0.004561017,2.33e-05,6.46e-05,1.55e-06,0.001555589,0.000122116,0.000179576
MultiCoil,P150_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,8.17e-10,0.009441402,2.45e-05,8.28e-05,1.67e-06,0.003392384,0.000118733,0.000245856
MultiCoil,P150_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006429486,1.96e-05,6.33e-05,2.06e-06,0.00298433,9.34e-05,0.000187483
MultiCoil,P150_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.00359593,1.28e-05,4.09e-05,2.09e-06,0.001438269,6.56e-05,0.000118645
MultiCoil,P151_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.04e-09,0.007271661,2.22e-05,6.74e-05,1.42e-06,0.003383889,9.21e-05,0.000204476
MultiCoil,P151_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.79e-09,0.00561116,2.46e-05,5.96e-05,1.39e-06,0.001927947,0.000116372,0.000167335
MultiCoil,P151_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,4.76e-11,0.006059414,2.28e-05,6.47e-05,1.76e-06,0.004790848,8.55e-05,0.000199456
MultiCoil,P151_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.005556083,2.21e-05,6.53e-05,2.08e-06,0.003944193,9.74e-05,0.000195009
MultiCoil,P151_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.00448881,1.28e-05,4.28e-05,2.06e-06,0.001642702,6.53e-05,0.00012516
MultiCoil,P152_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,8.21e-10,0.00208857,1.8e-05,3.67e-05,1.37e-06,0.001448122,6.52e-05,0.000111513
MultiCoil,P152_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,2.28e-10,0.004061499,1.63e-05,4.35e-05,1.1e-06,0.00236725,6.54e-05,0.00013168
MultiCoil,P152_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.78e-09,0.005893959,2.3e-05,6.94e-05,1.19e-06,0.002722546,0.000102807,0.000206954
MultiCoil,P152_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.58e-09,0.004560444,3.01e-05,6.89e-05,1.64e-06,0.00204508,0.000135626,0.000195123
MultiCoil,P152_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.58e-10,0.007343626,2.65e-05,8.49e-05,1.78e-06,0.004439064,0.000119779,0.0002546
MultiCoil,P152_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006693503,2.29e-05,6.72e-05,2.11e-06,0.004065596,0.000104935,0.000198455
MultiCoil,P152_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.005692021,1.48e-05,4.67e-05,2.26e-06,0.002046709,7.47e-05,0.000135698
MultiCoil,P153_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,5.1e-10,0.00266936,1.61e-05,3.45e-05,1.65e-06,0.001845366,5.73e-05,0.000105792
MultiCoil,P153_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,6.46e-10,0.003746587,1.33e-05,3.66e-05,1.31e-06,0.003600161,5.38e-05,0.000110828
MultiCoil,P153_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,3.75e-10,0.006391397,2.27e-05,6.88e-05,1.35e-06,0.003455234,9.48e-05,0.000208556
MultiCoil,P153_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.85e-09,0.005139318,3.29e-05,5.96e-05,1.44e-06,0.001811922,0.00012116,0.000177934
MultiCoil,P153_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.006043697,2.09e-05,6.22e-05,2.05e-06,0.004049922,9.73e-05,0.000183147
MultiCoil,P153_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.004934407,1.19e-05,3.86e-05,2e-06,0.001745616,6.26e-05,0.000111362
MultiCoil,P154_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.45e-09,0.00290454,1.59e-05,3.05e-05,1.36e-06,0.001961252,5.57e-05,9.35e-05
MultiCoil,P154_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.58e-10,0.001789686,1.12e-05,2.27e-05,1.41e-06,0.002096967,3.69e-05,7.12e-05
MultiCoil,P154_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.54e-09,0.005935232,2.14e-05,5.67e-05,1.34e-06,0.00286648,8.4e-05,0.000172091
MultiCoil,P154_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.06e-09,0.004945993,2.51e-05,5.71e-05,1.75e-06,0.002300963,0.000115027,0.000160108
MultiCoil,P154_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,5.36e-10,0.006404148,2.23e-05,6.54e-05,1.56e-06,0.003499528,0.000102351,0.000193202
MultiCoil,P154_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006466335,2.26e-05,6.37e-05,2.03e-06,0.003637455,0.000107716,0.000184777
MultiCoil,P154_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.005872442,1.35e-05,4.58e-05,2.26e-06,0.001930762,7.29e-05,0.000132334
MultiCoil,P155_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,7.62e-10,0.002633777,1.7e-05,3.74e-05,1.53e-06,0.003275736,5.98e-05,0.000115345
MultiCoil,P155_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,6.81e-10,0.002749704,1.38e-05,3.88e-05,1.28e-06,0.001885084,5.51e-05,0.000117919
MultiCoil,P155_cine_lax.h5,lax,,,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,1.9e-09,0.007007123,2.37e-05,6.65e-05,1.38e-06,0.003640542,0.000101713,0.000198632
MultiCoil,P155_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.37e-09,0.004460496,2.24e-05,4.97e-05,1.45e-06,0.002045403,9.66e-05,0.000142594
MultiCoil,P155_cine_sax.h5,sax,,,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,4.95e-10,0.00939503,2.21e-05,6.68e-05,1.82e-06,0.003915758,9.98e-05,0.000198829
MultiCoil,P155_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.005364019,1.86e-05,5.36e-05,2.23e-06,0.003138256,8.4e-05,0.000158575
MultiCoil,P155_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.004811497,1.14e-05,3.84e-05,2.02e-06,0.001654137,6.13e-05,0.000110798
